Mã tin,Loại BĐS,Khu vực,Địa chỉ,Diện tích (m2),Pháp lý,Giá (tỷ),Lộ giới (m),Số lầu,Số phòng ngủ,Số điện thoại liên hệ,Link truy cập
3701513,Đất,Hà Nội," Huyện Đông Anh, Hà Nội",100.0,Sổ hồng/ Sổ đỏ,2.1,0.0,0,0,0903.274.259,https://i-batdongsan.com/ban-100m-dat-tho-da-kim-no-mt-5-38m-gia-2-1-ty-dong-anh-3701513.html
4754916,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",61.0,Sổ hồng/ Sổ đỏ,8.39,6.0,3,4,0767.992.255,https://i-batdongsan.com/nha-ngang-5-5m-ke-ben-cong-vien-gan-cho-trong-khu-nhieu-chung-cu-day-du-tien-ich-4754916.html
4750742,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận 9, Hồ Chí Minh",65.0,Sổ hồng/ Sổ đỏ,3.3,3.0,1,2,0888.380.496,https://i-batdongsan.com/ngop-bank-ban-gap-nha-gan-nga-tu-thu-duc-hiep-phu-65m2-chi-3ty-nhinh-shr-1-can-ra-4750742.html
3536007,"Nhà ngõ, hẻm",Hà Nội," Quận Long Biên, Hà Nội",60.0,Sổ hồng/ Sổ đỏ,6.0,5.0,5,5,0988.030.238,https://i-batdongsan.com/sieu-pham-nha-phuong-ngoc-thuy-oto-tranh-nhau-kinh-doanh-60m2-5-tang-nhinh-6-5-ty--3536007.html
4827095,Nhà mặt tiền,Hà Nội," Quận Hoàng Mai, Hà Nội",46.0,Sổ hồng/ Sổ đỏ,11.2,0.0,0,0,0986.209.188,https://i-batdongsan.com/ban-nha-mat-pho-tuong-mai-46m-hoang-mai-4827095.html
4751005,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",44.0,Sổ hồng/ Sổ đỏ,5.05,4.0,3,3,0767.992.255,https://i-batdongsan.com/chi-voi-5-ty-co-nha-moi-5-tang-hem-xe-hoi-thong-1-truc-quang-trung-cach-duong-lon-30m-4751005.html
3779883,Đất,Hà Nội," Huyện Đông Anh, Hà Nội",50.0,Chưa Xác Định,1.86,9.0,0,0,0903.274.259,https://i-batdongsan.com/ban-dat-dai-do-vong-la-o-to-tai-tranh-50m-1-86-ty-dong-anh-3779883.html
4481570,"Phòng trọ, nhà trọ",Hà Nội," Quận Ba Đình, Hà Nội",81.0,Sổ hồng/ Sổ đỏ,16.8,10.0,7,21,0983.630.136,https://i-batdongsan.com/-ban-toa-ccmn-7-tang-thang-may-kim-ma-van-phuc-81m2-21-phong-110tr-th--4481570.html
4826724,Đất,Hà Nội," Quận Hoàng Mai, Hà Nội",63.0,Sổ hồng/ Sổ đỏ,5.4,0.0,0,0,0986.209.188,https://i-batdongsan.com/ban-dat-tan-mai-63m-o-to-do-cua-hoang-mai-4826724.html
4839947,Nhà mặt tiền,Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",89.0,Sổ hồng/ Sổ đỏ,9.2,8.0,3,6,0767.992.255,https://i-batdongsan.com/chdv-mat-tien-duong-so-3-phuong-9-dt-89m2-duc-3-5-tam-9-2-ty-4839947.html
4749534,"Nhà ngõ, hẻm",Duyên Hải Nam Trung Bộ," Quận Thanh Khê, Đà Nẵng",66.0,Sổ hồng/ Sổ đỏ,1.72,3.0,1,2,0987.901.827,https://i-batdongsan.com/-nha-3-mat-tien-k304-nguyen-phuoc-nguyen-4749534.html
3905340,Đất,Hà Nội," Huyện Đông Anh, Hà Nội",110.0,Sổ hồng/ Sổ đỏ,3.08,5.0,0,0,0903.274.259,https://i-batdongsan.com/ban-dat-yen-ha-hai-boi-o-to-110m-mt-8-3m-3-08-ty-dong-anh-3905340.html
3375480,Biệt thự,Hà Nội," Quận Long Biên, Hà Nội",200.0,Sổ hồng/ Sổ đỏ,29.0,15.0,4,6,0988.030.238,https://i-batdongsan.com/gia-dinh-can-ban-can-biet-thu-kdt-viet-hung-200m2-4-tang-mat-tien-10m-nhinh-29-ty--3375480.html
4826056,Nhà mặt tiền,Hà Nội," Quận Hai Bà Trưng, Hà Nội",36.0,Sổ hồng/ Sổ đỏ,5.8,0.0,0,0,0986.209.188,https://i-batdongsan.com/ban-36m-tang-nha-lo-duc-hai-ba-trung-4826056.html
3844062,Đất,Hà Nội," Huyện Đông Anh, Hà Nội",43.0,Sổ hồng/ Sổ đỏ,1.836,5.0,0,0,0903.274.259,https://i-batdongsan.com/dat-bau-kim-chung-lo-goc-oto-43m-1-836-ty-3844062.html
4840047,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",55.0,Sổ hồng/ Sổ đỏ,6.7,5.0,3,4,0767.992.255,https://i-batdongsan.com/nha-dep-hxh-khu-phan-lo-dong-bo-111-pham-van-chieu-ngang-4-2m-4840047.html
4841837,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",135.0,Sổ hồng/ Sổ đỏ,10.5,10.0,1,2,0767.992.255,https://i-batdongsan.com/nha-cu-135m2-xay-duoc-ham-6-tang-mat-tien-duong-10m-thong-gia-chi-10-ty-500-trieu-4841837.html
4825922,Nhà mặt tiền,Hà Nội," Quận Đống Đa, Hà Nội",62.0,Sổ hồng/ Sổ đỏ,7.8,0.0,0,0,0986.209.188,https://i-batdongsan.com/ban-nha-kham-thien-4-tang-62m-lo-goc-phan-lo-dong-da-4825922.html
4497066,Nhà mặt tiền,Hồ Chí Minh," Quận Tân Phú, Hồ Chí Minh",70.0,Sổ hồng/ Sổ đỏ,6.6,0.0,0,0,0901.655.032,https://i-batdongsan.com/ban-nha-gap-mt-nguyen-son-q-tan-phu-dt-5-2x15-gia-chi-6-6-ty-4497066.html
4842096,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",78.0,Sổ hồng/ Sổ đỏ,6.0,6.0,3,5,0767.992.255,https://i-batdongsan.com/6-ty-thoi-co-nha-4x20-xay-tret-lung-3-lau-hxh-trai-nhua-rong-6m-ngay-bo-kenh-tham-luong-4842096.html
4817206,Đất,Hà Nội," Quận Hoàng Mai, Hà Nội",46.0,Sổ hồng/ Sổ đỏ,3.6,0.0,0,0,0986.209.188,https://i-batdongsan.com/ban-dat-mat-pho-nguyen-khoai-46m-lo-goc-kinh-doanh-hoang-mai-4817206.html
4841080,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Tân Bình, Hồ Chí Minh",600.0,Sổ hồng/ Sổ đỏ,52.0,0.0,0,0,0901.655.032,https://i-batdongsan.com/ban-gap-nha-hxt-pham-van-bach-q-tan-binh-dt-600m-gia-chi-52-ty-4841080.html
4808687,Nhà mặt tiền,Hà Nội," Quận Hai Bà Trưng, Hà Nội",60.0,Sổ hồng/ Sổ đỏ,6.8,0.0,0,0,0986.209.188,https://i-batdongsan.com/ban-dat-minh-khai-60m-tang-nha-sat-pho-hai-ba-trung-4808687.html
4643762,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",60.0,Chưa Xác Định,14.0,0.0,0,0,0353.528.873,https://i-batdongsan.com/-ban-nha-lo-goc-oto-tranh-kdoanh-dinh-duong-lang-dong-da-60m-7tang-nhinh-14y--4643762.html
4850028,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",65.0,Sổ hồng/ Sổ đỏ,6.9,5.0,3,4,0767.992.255,https://i-batdongsan.com/nha-3-lau-dt-4x16-3-hxh-5m-thong-1-truc-bui-quang-la-giap-tan-binh-4850028.html
4851441,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",48.0,Sổ hồng/ Sổ đỏ,4.95,4.0,2,4,0767.992.255,https://i-batdongsan.com/nha-moi-3-tang-dt-4x12-hxh-cach-pham-van-chieu-50m-full-noi-that-4851441.html
4756453,Căn hộ chung cư,Hà Nội," Huyện Thanh Trì, Hà Nội",155.0,Sổ hồng/ Sổ đỏ,6.6,30.0,2,3,0911.214.718,https://i-batdongsan.com/-chi-6-6-ty-can-ho-duplex-ecogreen-city-286-nguyen-xien-155m2-3n-2wc-sdcc--4756453.html
4806890,Đất,Hà Nội," Quận Hoàn Kiếm, Hà Nội",232.0,Sổ hồng/ Sổ đỏ,52.5,0.0,0,0,0986.209.188,https://i-batdongsan.com/ban-dat-mat-pho-hong-ha-232m-tang-nha-hoan-kiem-4806890.html
4766091,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",120.0,Sổ hồng/ Sổ đỏ,7.8,4.0,1,4,0767.992.255,https://i-batdongsan.com/nha-120m2-hem-xe-hoi-quang-trung-doi-dien-mercedes-benz-huong-dn-4766091.html
3708800,Đất,Hà Nội," Huyện Đông Anh, Hà Nội",100.0,Chưa Xác Định,2.1,2.0,0,0,0903.274.259,https://i-batdongsan.com/ban-100m-dat-tho-da-kim-no-mt-5-38m-gia-2-1-ty-dong-anh-3708800.html
3032448,"Nhà ngõ, hẻm",Đông Nam Bộ," Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",60.0,Chưa Xác Định,7.5,0.0,0,0,0981.256.817,https://i-batdongsan.com/ban-nha-1-tret-2-lau-hem-o-to-duong-phan-chu-trinh-3032448.html
4861284,Nhà mặt tiền,Hà Nội," Quận Tây Hồ, Hà Nội",355.0,Sổ hồng/ Sổ đỏ,135.0,30.0,6,6,0911.214.718,https://i-batdongsan.com/-nha-mat-pho-au-co-tay-ho-355m2-6-tang-thang-may-mt-21m-dang-cap-chi-135-ty--4861284.html
4866679,Nhà mặt tiền,Duyên Hải Nam Trung Bộ," Quận Cẩm Lệ, Đà Nẵng",94.0,Sổ hồng/ Sổ đỏ,14.5,20.0,5,4,0905.345.328,https://i-batdongsan.com/nha-5-tang-duong-xo-viet-nghe-tinh-huong-bac-moi-xay-100-hoan-cong-2023-gia-rat-tot--4866679.html
4806632,Nhà mặt tiền,Hà Nội," Quận Long Biên, Hà Nội",62.0,Sổ hồng/ Sổ đỏ,7.5,0.0,0,0,0986.209.188,https://i-batdongsan.com/ban-nha-huynh-tan-phat-thach-ban-5-tang-dan-xay-phan-lo-o-to-vao-nha-long-bien-4806632.html
3725332,Nhà mặt tiền,Hà Nội," Huyện Đông Anh, Hà Nội",88.0,Sổ hồng/ Sổ đỏ,10.0,18.0,4,5,0903.274.259,https://i-batdongsan.com/ban-nha-4t-mt4m-duong-23-cau-lon-nam-hong-kd-via-he-sieu-rong-ga-10-ty-dong-anh-3725332.html
4591968,Nhà mặt tiền,Hà Nội," Quận Đống Đa, Hà Nội",140.0,Sổ hồng/ Sổ đỏ,56.0,0.0,0,0,0941.235.529,https://i-batdongsan.com/-mat-pho-nam-dong-mat-pho-ho-dac-di-140m2-mat-tien-7-4m-chi-56-ty-xay-toa-vp-ks--4591968.html
4699429,Nhà mặt tiền,Hà Nội," Quận Hoàn Kiếm, Hà Nội",64.0,Sổ hồng/ Sổ đỏ,40.4,30.0,2,2,0911.214.718,https://i-batdongsan.com/-ban-nha-hang-ca-hoan-kiem-64m2-2t-mt-6m-chi-40-4-ty--4699429.html
4219502,Nhà mặt tiền,Hà Nội," Quận Cầu Giấy, Hà Nội",65.0,Sổ hồng/ Sổ đỏ,18.3,20.0,5,4,0983.630.136,https://i-batdongsan.com/-mat-pho-trung-kinh-65m2-5t-mt-4m-via-he-da-bong-kd-dinh-cao-chi-18-3-ty--4219502.html
4666108,Nhà mặt tiền,Hà Nội," Quận Nam Từ Liêm, Hà Nội",38.0,Chưa Xác Định,3.8,4.0,5,4,0866.079.862,https://i-batdongsan.com/hiem-3-8-ty-nha-dep-o-suong-pho-me-tri-38mx5tang-o-to-kd-4666108.html
4474005,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Tân Bình, Hồ Chí Minh",56.0,Sổ hồng/ Sổ đỏ,6.8,0.0,0,0,0901.655.032,https://i-batdongsan.com/ban-gap-nha-thai-thi-nhan-q-tan-binh-5-tang-dt-3-7x14-gia-chi-6-ty-8-4474005.html
4100784,Nhà mặt tiền,Hà Nội," Quận Long Biên, Hà Nội",110.0,Sổ hồng/ Sổ đỏ,20.0,5.0,6,5,0988.030.238,https://i-batdongsan.com/sieu-pham-view-ho-bo-de-nha-dep-moi-toanh-6-tang-thang-may-kinh-doanh-110m2-nhinh-20ty--4100784.html
4664343,"Nhà ngõ, hẻm",Hà Nội," Quận Cầu Giấy, Hà Nội",85.0,Sổ hồng/ Sổ đỏ,13.2,10.0,5,6,0902.254.191,https://i-batdongsan.com/-ban-nha-hoa-bang-cau-giay-o-to-vao-nha-85m2-5t-mt-6m-chi-13-2-ty--4664343.html
4842801,"Nhà ngõ, hẻm",Hà Nội," Quận Hoàn Kiếm, Hà Nội",120.0,Sổ hồng/ Sổ đỏ,3.9,30.0,3,2,0904.641.162,https://i-batdongsan.com/-sieu-re-3-9-ty-nha-pho-trang-thi-hoan-kiem-dt-rong-120m2-t2-3-4-sat-pho-so-mat-4842801.html
3492463,Nhà mặt tiền,Hà Nội," Quận Đống Đa, Hà Nội",65.0,Sổ hồng/ Sổ đỏ,17.0,15.0,4,5,0977.552.342,https://i-batdongsan.com/ban-nha-mat-pho-nguyen-khuyen-vi-tri-dep-kinh-doanh-dinh-65m2-4-tang-nhinh-17-ty--3492463.html
4421849,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",50.0,Sổ hồng/ Sổ đỏ,16.5,0.0,0,0,0987.881.444,https://i-batdongsan.com/nha-ngo-34-hoang-cau-dong-da-50m-x6t-thang-may-16-5-ty-oto-tranh-k-doanh-dinh-4421849.html
4750563,Biệt thự,Hà Nội," Quận Ba Đình, Hà Nội",170.0,Sổ hồng/ Sổ đỏ,52.5,15.0,6,6,0983.630.136,https://i-batdongsan.com/-biet-thu-vip-lang-ha-ba-dinh-170m2-6t-thang-may-mt-9m-chi-52-5-ty--4750563.html
4854655,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Thủ Đức, Hồ Chí Minh",60.0,Sổ hồng/ Sổ đỏ,2.9,2.5,2,3,0947.393.617,https://i-batdongsan.com/ngop-ban-nha-gan-quoc-lo-1k-linh-xuan-thu-duc-60m2-5x12m-chi-hon-2ty-gia-re-4854655.html
4725981,Biệt thự,Hà Nội," Quận Bắc Từ Liêm, Hà Nội",300.0,Sổ hồng/ Sổ đỏ,36.0,10.0,4,4,0839.122.366,https://i-batdongsan.com/chinh-chu-can-ban-biet-thu-san-vuon-khu-dtm-co-nhue-300m2-4t-noi-that-xin-kd-dinh--4725981.html
4744891,Căn hộ chung cư,Hà Nội," Quận Nam Từ Liêm, Hà Nội",160.0,Sổ hồng/ Sổ đỏ,9.88,30.0,1,4,0937.272.112,https://i-batdongsan.com/-chi-9-88-ty-chung-cu-cao-cap-sunshine-center-16-pham-hung-160m2-4pn-3wc-sdcc--4744891.html
4852404,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",52.0,Sổ hồng/ Sổ đỏ,5.8,4.0,3,4,0767.992.255,https://i-batdongsan.com/nha-3-lau-moi-hxh-380-pham-van-chieu-khu-phan-lo-dong-bon-dt-4x13-5-8-ty-4852404.html
4826592,"Nhà ngõ, hẻm",Hà Nội," Quận Hà Đông, Hà Nội",43.0,Sổ hồng/ Sổ đỏ,4.5,5.0,5,5,0336.552.233,https://i-batdongsan.com/ban-nha-duong-noi-ha-dong-nha-moi-o-to-vao-nha-kd-tot-43m2-5t-mt4-4m-4-5-ty-4826592.html
4449296,Nhà mặt tiền,Hà Nội," Quận Ba Đình, Hà Nội",102.0,Sổ hồng/ Sổ đỏ,66.0,30.0,9,13,0937.272.112,https://i-batdongsan.com/-toa-apartment-mat-pho-linh-lang-ba-dinh-102m2-9t-mt-10m-13-can-ho-kk-250tr-th--4449296.html
4853384,Nhà mặt tiền,Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",39.0,Sổ hồng/ Sổ đỏ,6.5,30.0,1,2,0767.992.255,https://i-batdongsan.com/nha-mat-tien-phan-van-tri-f-7-tret-1-lau-dt-4-5x9-gia-6-5-ty-4853384.html
4773000,Căn hộ chung cư,Hà Nội," Quận Hoàn Kiếm, Hà Nội",230.0,Sổ hồng/ Sổ đỏ,7.0,5.0,2,4,0962.769.215,https://i-batdongsan.com/-sieu-re-7-ty-can-ho-2-tang-trang-thi-hoan-kiem-230m2-4n-4vs-dep-nhu-ks-sdcc--4773000.html
4631026,"Nhà hàng, khách sạn",Hà Nội," Quận Cầu Giấy, Hà Nội",321.0,Chưa Xác Định,150.0,0.0,0,85,0941.235.529,https://i-batdongsan.com/-ban-toa-khach-san-4-mat-pho-nguyen-dinh-hoan-321m2-13-tang-mt-12m-150-ty--4631026.html
4641506,"Nhà hàng, khách sạn",Hà Nội," Quận Ba Đình, Hà Nội",72.0,Sổ hồng/ Sổ đỏ,39.0,30.0,7,18,0962.769.215,https://i-batdongsan.com/-ban-khach-san-7t-mat-pho-nguyen-truong-to-ba-dinh-72m2-mt-4m-18-phong-chi-39-ty--4641506.html
4661103,Nhà mặt tiền,Hà Nội," Huyện Đông Anh, Hà Nội",86.0,Sổ hồng/ Sổ đỏ,8.8,12.0,2,3,0903.274.259,https://i-batdongsan.com/ban-nha-kinh-doanh-via-he-tay-bau-kim-chung-dong-anh-86m-8-8-ty-4661103.html
3109567,Nhà mặt tiền,Hà Nội," Quận Long Biên, Hà Nội",210.0,Chưa Xác Định,39.0,0.0,0,0,0981.707.007,https://i-batdongsan.com/ban-nha-mat-pho-nguyen-van-cu-long-bien-dt210-mt8m-vi-tri-dep-xay-toa-7-tang-cho-thue-3109567.html
3743649,Đất,Hà Nội," Huyện Đông Anh, Hà Nội",66.0,Sổ hồng/ Sổ đỏ,3.8,16.0,0,0,0903.274.259,https://i-batdongsan.com/ban-66m-dat-dai-do-vong-la-kinh-doanh-oto-tai-vao-gia-3-8-ty-dong-anh-3743649.html
4855419,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",188.0,Sổ hồng/ Sổ đỏ,15.5,4.0,0,10,0767.992.255,https://i-batdongsan.com/nha-ly-tuong-xay-chdv-dt-6-2x30-giap-tuong-san-bay-189-bach-dang-4855419.html
4866701,Nhà mặt tiền,Duyên Hải Nam Trung Bộ," Quận Sơn Trà, Đà Nẵng",312.0,Sổ hồng/ Sổ đỏ,78.0,15.0,0,0,0935.707.998 / 0914.726.069,https://i-batdongsan.com/dat-2-mat-tien-duong-lon-ho-nghinh-vi-tri-rat-dep-cach-bien-200m-dat-xay-cao-tang--4866701.html
4805033,Nhà mặt tiền,Hà Nội," Quận Hai Bà Trưng, Hà Nội",94.0,Sổ hồng/ Sổ đỏ,69.7,0.0,0,0,0986.209.188,https://i-batdongsan.com/ban-nha-mat-pho-mai-hac-de-8-tang-long-lay-thang-may-hai-ba-trung-4805033.html
4784031,Đất,Đông Bắc Bộ," Huyện Phú Bình, Thái Nguyên",2740.0,Sổ hồng/ Sổ đỏ,1.55,1.0,0,0,0976.803.606,https://i-batdongsan.com/sieu-pham-mat-duong-ql-37-mat-tien-tan-16m-dien-tich-hon-2-nghin-m2-dang-phan-2-lo-gia-4784031.html
4862753,Nhà mặt tiền,Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",64.0,Sổ hồng/ Sổ đỏ,11.5,50.0,3,4,0767.992.255,https://i-batdongsan.com/nha-4-tang-dt-4x16-mt-kinh-doanh-duong-nguyen-oanh-sam-uat-chi-11-5-ty-4862753.html
3677591,Đất,Hà Nội," Huyện Đông Anh, Hà Nội",284.0,Chưa Xác Định,10.2,5.0,0,0,0903.274.259,https://i-batdongsan.com/ban-284m-dat-xom-nhi-van-noi-oto-chanh-gia-10-2ty-dong-anh-3677591.html
4865894,Nhà mặt tiền,Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",105.0,Sổ hồng/ Sổ đỏ,16.5,30.0,0,2,0767.992.255,https://i-batdongsan.com/nha-4-2x25-mat-tien-phan-van-tri-phuong-7-chi-16-5-ty-4865894.html
4804650,Nhà mặt tiền,Hà Nội," Quận Hoàng Mai, Hà Nội",128.0,Sổ hồng/ Sổ đỏ,20.3,0.0,0,0,0986.209.188,https://i-batdongsan.com/ban-nha-mat-pho-bo-song-set-ngo-553-giai-phong-128m-hoang-mai-4804650.html
4635506,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận 10, Hồ Chí Minh",48.0,Sổ hồng/ Sổ đỏ,6.99,0.0,0,0,0901.655.032,https://i-batdongsan.com/ban-gap-nha-ho-thi-ky-quan-10-dt-48m2-3-tang-gia-chi-6-9-ty-4635506.html
4866001,Nhà mặt tiền,Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",70.0,Sổ hồng/ Sổ đỏ,12.5,30.0,1,4,0767.992.255,https://i-batdongsan.com/mat-tien-le-duc-tho-giao-pham-huy-thong-cuc-dep-nha-1-lau-dt-70m2-4866001.html
4803672,"Nhà ngõ, hẻm",Hà Nội," Quận Hai Bà Trưng, Hà Nội",68.0,Sổ hồng/ Sổ đỏ,4.38,0.0,0,0,0986.209.188,https://i-batdongsan.com/ban-nha-tap-the-vip-ta-quang-buu-bach-khoa-tang-1-va-2-long-lanh-hai-ba-trung-4803672.html
4831444,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Tân Bình, Hồ Chí Minh",590.0,Sổ hồng/ Sổ đỏ,52.5,0.0,0,0,0901.655.032,https://i-batdongsan.com/ban-gap-nha-hxt-cong-lo-q-tan-binh-dt-590m-lo-goc-gia-chi-52-5-ty-4831444.html
4801856,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",56.0,Sổ hồng/ Sổ đỏ,3.7,3.0,3,6,0767.992.255,https://i-batdongsan.com/chi-voi-3-7-ty-co-nha-4-tang-dt-4x14-hem-1-truc-thang-cho-an-nhon-4801856.html
4543823,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Bình Tân, Hồ Chí Minh",150.0,Sổ hồng/ Sổ đỏ,8.8,0.0,0,0,0901.655.032,https://i-batdongsan.com/ban-gap-nha-hxt-tinh-lo-10-binh-tan-150m2-ngang-9m-gia-chi-8-8-ty-4543823.html
4802922,Nhà mặt tiền,Hà Nội," Quận Hai Bà Trưng, Hà Nội",52.0,Sổ hồng/ Sổ đỏ,10.5,0.0,0,0,0986.209.188,https://i-batdongsan.com/ban-nha-le-thanh-nghi-5-tang-long-lanh-kinh-doanh-hai-ba-trung-4802922.html
4752965,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Thủ Đức, Hồ Chí Minh",130.0,Sổ hồng/ Sổ đỏ,5.6,4.5,3,7,0947.393.617,https://i-batdongsan.com/ngop-nang-ban-gap-nha-gan-quoc-lo-1k-linh-xuan-thu-duc-130m2-chi-5-ty-nhinh-hxh-bao-4752965.html
4803234,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",40.0,Sổ hồng/ Sổ đỏ,4.29,3.0,1,2,0767.992.255,https://i-batdongsan.com/nha-moi-1-lau-hem-thong-656-quang-trung-doi-dien-cho-hanh-thong-tay-dt-4x10-4803234.html
4457934,Nhà mặt tiền,Hà Nội," Quận Đống Đa, Hà Nội",416.0,Sổ hồng/ Sổ đỏ,450.0,30.0,6,30,0936.483.090,https://i-batdongsan.com/-ban-toa-nha-vip-mat-pho-thai-ha-lo-goc-416m2-6t-mt-13m-sieu-dang-cap--4457934.html
4868807,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",27.0,Sổ hồng/ Sổ đỏ,3.78,5.0,4,3,0939.557.468 / 0868.689.086,https://i-batdongsan.com/hang-hiem-le-van-tho-go-vap-hxh-4-tang-chi-3-78-ty-4868807.html
4801961,Nhà mặt tiền,Hà Nội," Quận Hai Bà Trưng, Hà Nội",48.0,Sổ hồng/ Sổ đỏ,6.5,0.0,0,0,0986.209.188,https://i-batdongsan.com/ban-nha-bach-mai-5-tang-o-ngay-duong-rong-gan-pho-hai-ba-trung-4801961.html
4565926,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Tân Bình, Hồ Chí Minh",80.0,Sổ hồng/ Sổ đỏ,6.5,0.0,0,0,0901.655.032,https://i-batdongsan.com/ban-gap-nha-hxh-tran-van-quang-quan-tan-binh-dt-80-gia-chi-6-5-ty-4565926.html
4825009,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Thủ Đức, Hồ Chí Minh",142.0,Sổ hồng/ Sổ đỏ,4.2,3.0,1,8,0343.189.357,https://i-batdongsan.com/ngop-tho-oxy-ban-gap-day-phong-tro-linh-xuan-thu-duc-142m2-n6m-chi-4-2-ty-qua-re-4825009.html
4801751,Nhà mặt tiền,Hà Nội," Quận Hai Bà Trưng, Hà Nội",50.0,Sổ hồng/ Sổ đỏ,4.35,0.0,0,0,0986.209.188,https://i-batdongsan.com/ban-nha-cap-4-bach-mai-hai-ba-trung-gia-dau-tu-4801751.html
4669876,Đất,Hà Nội," Quận Cầu Giấy, Hà Nội",331.0,Sổ hồng/ Sổ đỏ,225.0,30.0,0,0,0902.254.191,https://i-batdongsan.com/-thua-dat-vang-mat-pho-khuc-thua-du-cau-giay-331m2-mt-35m-chi-225-ty--4669876.html
4735423,Nhà mặt tiền,Hồ Chí Minh," Quận 3, Hồ Chí Minh",15.0,Sổ hồng/ Sổ đỏ,4.35,0.0,0,0,0901.655.032,https://i-batdongsan.com/ban-nha-gap-mt-nguyen-thuong-hien-q-3-hd-thue-12-5tr-th-gia-chi-4-ty-350tr-4735423.html
4871201,"Nhà ngõ, hẻm",Hà Nội," Quận Cầu Giấy, Hà Nội",35.0,Chưa Xác Định,5.2,0.0,0,0,0938.460.066 / 0332.671.551,https://i-batdongsan.com/ban-nha-tran-thai-tong-3-buoc-o-to-5-tang-moi-5-ngu-thuy-cau-giay-4871201.html
4812163,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",40.0,Sổ hồng/ Sổ đỏ,6.8,10.0,3,3,0904.641.162,https://i-batdongsan.com/-hiem-6-8-ty-o-to-tranh-dong-tac-dong-da-lo-goc-40m2-3t-mt-5-5m-kd-dinh-cao--4812163.html
4743276,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Tân Bình, Hồ Chí Minh",190.0,Sổ hồng/ Sổ đỏ,22.5,0.0,0,0,0901.655.032,https://i-batdongsan.com/ban-gap-nha-hxh-cach-mang-thang-8-q-tan-binh-dt-190m-gia-chi-22-5-ty-4743276.html
4758924,Nhà mặt tiền,Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",80.0,Sổ hồng/ Sổ đỏ,15.0,10.0,3,9,0767.992.255,https://i-batdongsan.com/can-ho-dich-vu-10-phong-dt-4x20-xay-3-lau-mat-tien-duong-nguyen-van-cong-4758924.html
4854227,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",62.0,Sổ hồng/ Sổ đỏ,4.9,3.0,2,2,0937.099.054,https://i-batdongsan.com/ban-nha-thong-nhat-phuong-16-go-vap-hem-3m-62m2-5-2x12-2-tang-gia-4-9-ty--4854227.html
4759636,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",42.0,Sổ hồng/ Sổ đỏ,4.03,4.0,2,3,0767.992.255,https://i-batdongsan.com/nha-2-lau-hem-xe-hoi-khu-phan-lo-dong-bo-duong-quang-trung-phuong-8-doi-dien-mercedesben-4759636.html
